container,Match,Container,Pallet,notes,Created TS
00008178101114414205,TRUE,TRUE,TRUE,,3/4/2021 3:05:16 PM
00008178101114414434,TRUE,TRUE,TRUE,,3/4/2021 3:12:24 PM
00008178101114416087,TRUE,TRUE,TRUE,,3/4/2021 3:08:15 PM
00008178101114416278,TRUE,TRUE,TRUE,,3/5/2021 7:12:15 AM
00008178101114416353,TRUE,TRUE,TRUE,,3/5/2021 7:10:41 AM
00008178101114416575,TRUE,TRUE,TRUE,,3/5/2021 6:58:12 AM
00008178101114417046,TRUE,TRUE,TRUE,,3/5/2021 7:05:43 AM
00008178101114417084,TRUE,TRUE,TRUE,,3/6/2021 9:16:37 AM
00008178101114417183,TRUE,TRUE,TRUE,,3/5/2021 7:08:56 AM
00008178101114419088,TRUE,TRUE,TRUE,,3/6/2021 9:11:34 AM
00008178101114425454,TRUE,TRUE,TRUE,,3/6/2021 9:24:55 AM
00008178101114430885,TRUE,TRUE,TRUE,,3/6/2021 10:48:28 AM
00008178101114435620,TRUE,TRUE,TRUE,,3/4/2021 3:36:21 PM
00008178101114436344,TRUE,TRUE,TRUE,,3/4/2021 3:43:15 PM
00008178101114437044,TRUE,TRUE,TRUE,,3/4/2021 3:39:59 PM
00008178101114437358,TRUE,TRUE,TRUE,,3/4/2021 3:11:43 PM
00008178101114441294,TRUE,TRUE,TRUE,,3/5/2021 6:56:51 AM
00008178101114442932,TRUE,TRUE,TRUE,,3/5/2021 7:07:24 AM
00008178101114443854,TRUE,TRUE,TRUE,,3/5/2021 7:41:48 AM
00008178101114445520,TRUE,TRUE,TRUE,,3/5/2021 6:56:03 AM
00008178101114445933,TRUE,TRUE,TRUE,,3/5/2021 7:00:19 AM
00008178101114449382,TRUE,TRUE,TRUE,,3/6/2021 9:21:51 AM
00008178101114449399,TRUE,TRUE,TRUE,,3/6/2021 9:22:33 AM
00008178101114451828,TRUE,TRUE,TRUE,,3/5/2021 7:35:16 AM
00008178101114453013,TRUE,TRUE,TRUE,,3/5/2021 7:38:01 AM
00008178101114455598,TRUE,TRUE,TRUE,,3/5/2021 7:50:46 AM
00008178101114456229,TRUE,TRUE,TRUE,,3/5/2021 7:48:32 AM
00008178101114459527,TRUE,TRUE,TRUE,,3/6/2021 9:10:38 AM
00008178101114471437,TRUE,TRUE,TRUE,,3/6/2021 10:45:32 AM
00008178101114474759,TRUE,TRUE,TRUE,,3/4/2021 12:14:18 PM
00008178101114474827,TRUE,TRUE,TRUE,,3/4/2021 3:10:24 PM
00008178101114475114,TRUE,TRUE,TRUE,,3/5/2021 7:14:03 AM
00008178101114475190,TRUE,TRUE,TRUE,,3/4/2021 3:09:49 PM
00008178101114478078,TRUE,TRUE,TRUE,,3/4/2021 2:00:22 PM
00008178101114478191,TRUE,TRUE,TRUE,,3/4/2021 2:03:53 PM
00008178101114478436,TRUE,TRUE,TRUE,,3/4/2021 1:59:41 PM
00008178101114478467,TRUE,TRUE,TRUE,,3/5/2021 7:45:19 AM
00008178101114479051,TRUE,TRUE,TRUE,,3/4/2021 3:13:45 PM
00008178101114479068,TRUE,TRUE,TRUE,,3/4/2021 3:03:13 PM
00008178101114479747,TRUE,TRUE,TRUE,,3/5/2021 7:01:01 AM
00008178101114481344,TRUE,TRUE,TRUE,,3/4/2021 1:56:16 PM
00008178101114481962,TRUE,TRUE,TRUE,,3/4/2021 1:48:20 PM
00008178101114482563,TRUE,TRUE,TRUE,,3/4/2021 2:04:56 PM
00008178101114483072,TRUE,TRUE,TRUE,,3/4/2021 3:01:06 PM
00008178101114483270,TRUE,TRUE,TRUE,,3/4/2021 2:08:45 PM
00008178101114485076,TRUE,TRUE,TRUE,,3/5/2021 7:51:20 AM
00008178101114486073,TRUE,TRUE,TRUE,,3/5/2021 7:05:03 AM
00008178101114487001,TRUE,TRUE,TRUE,,3/5/2021 7:42:27 AM
00008178101114487070,TRUE,TRUE,TRUE,,3/5/2021 7:02:55 AM
00008178101114487780,TRUE,TRUE,TRUE,,3/6/2021 9:21:14 AM
00008178101114490452,TRUE,TRUE,TRUE,,3/6/2021 10:49:07 AM
00008178101114493279,TRUE,TRUE,TRUE,,3/6/2021 9:18:12 AM
00008178101114493286,TRUE,TRUE,TRUE,,3/6/2021 9:23:47 AM
00008178101114498236,TRUE,TRUE,TRUE,,3/5/2021 7:47:54 AM
00008178101114498441,TRUE,TRUE,TRUE,,3/4/2021 1:59:06 PM
00008178101114498878,TRUE,TRUE,TRUE,,3/4/2021 1:57:08 PM
00008178101114499271,TRUE,TRUE,TRUE,,3/4/2021 12:16:17 PM
00008178101114499400,TRUE,TRUE,TRUE,,3/5/2021 7:46:15 AM
00008178101114499677,TRUE,TRUE,TRUE,,3/5/2021 7:43:05 AM
00008178101114501882,TRUE,TRUE,TRUE,,3/9/2021 11:42:03 AM
00008178101114502674,TRUE,TRUE,TRUE,,3/6/2021 10:52:17 AM
00008178101114503367,TRUE,TRUE,TRUE,,3/6/2021 10:44:33 AM
00008178101114512604,TRUE,TRUE,TRUE,,3/4/2021 12:31:01 PM
00008178101114516718,TRUE,TRUE,TRUE,,3/5/2021 6:59:44 AM
00008178101114516848,TRUE,TRUE,TRUE,,3/4/2021 3:35:49 PM
00008178101114516855,TRUE,TRUE,TRUE,,3/4/2021 3:01:47 PM
00008178101114516879,TRUE,TRUE,TRUE,,3/5/2021 7:43:47 AM
00008178101114517104,TRUE,TRUE,TRUE,,3/4/2021 2:59:46 PM
00008178101114517128,TRUE,TRUE,TRUE,,3/6/2021 9:06:08 AM
00008178101114521040,TRUE,TRUE,TRUE,,3/6/2021 9:09:51 AM
00008178101114521378,TRUE,TRUE,TRUE,,3/6/2021 10:43:13 AM
00008178101114522177,FALSE,FALSE,FALSE,,3/6/2021 9:26:36 AM
00008178101114522948,TRUE,TRUE,TRUE,,3/5/2021 7:50:06 AM
00008178101114523068,TRUE,TRUE,TRUE,,3/6/2021 9:17:27 AM
00008178101114525284,TRUE,TRUE,TRUE,,3/5/2021 7:08:05 AM
00008178101114525451,TRUE,TRUE,TRUE,,3/5/2021 7:44:40 AM
00008178101114527165,TRUE,TRUE,TRUE,,3/9/2021 9:08:03 AM
00008178101114527424,TRUE,TRUE,TRUE,,3/9/2021 12:43:28 PM
00008178101114528544,TRUE,TRUE,TRUE,,3/9/2021 11:38:56 AM
00008178101114528599,TRUE,TRUE,TRUE,,3/6/2021 10:51:05 AM
00008178101114529015,TRUE,FALSE,TRUE,,3/6/2021 9:28:57 AM
00008178101114529091,TRUE,TRUE,TRUE,,3/6/2021 10:46:08 AM
00008178101114529183,TRUE,TRUE,TRUE,,3/6/2021 9:28:43 AM
00008178101114529237,TRUE,TRUE,TRUE,,3/6/2021 9:19:33 AM
00008178101114529282,TRUE,TRUE,TRUE,,3/6/2021 9:26:02 AM
00008178101114547026,TRUE,TRUE,TRUE,,3/9/2021 11:37:21 AM
00008178101114547774,TRUE,TRUE,TRUE,,3/6/2021 9:06:57 AM
00008178101114547903,TRUE,TRUE,TRUE,,3/6/2021 9:25:29 AM
00008178101114549297,TRUE,TRUE,TRUE,,3/9/2021 12:42:13 PM
00008178101114549358,TRUE,TRUE,TRUE,,3/10/2021 2:59:11 PM
00008178101114549983,FALSE,TRUE,TRUE,,3/6/2021 9:20:34 AM
00008178101114553263,TRUE,TRUE,TRUE,,3/6/2021 9:27:12 AM
00008178101114553300,TRUE,TRUE,TRUE,,3/6/2021 9:07:45 AM
00008178101114553478,TRUE,TRUE,TRUE,,3/9/2021 9:05:48 AM
00008178101114555465,TRUE,TRUE,TRUE,,3/6/2021 9:09:09 AM
00008178101114563439,TRUE,TRUE,TRUE,,3/6/2021 9:08:23 AM
00008178101114563576,TRUE,TRUE,TRUE,,3/6/2021 10:51:42 AM
00008178101114583994,TRUE,TRUE,TRUE,,3/6/2021 9:12:20 AM
00008178101114585349,TRUE,TRUE,TRUE,,3/6/2021 9:02:02 AM
00008178101114595300,TRUE,TRUE,TRUE,,3/6/2021 10:47:38 AM
00008178101114601469,TRUE,TRUE,TRUE,,3/9/2021 12:42:44 PM
00008178101114601490,TRUE,TRUE,TRUE,,3/9/2021 9:04:19 AM
00008178101114601513,TRUE,TRUE,TRUE,,3/10/2021 2:55:47 PM
00008178101114601568,TRUE,TRUE,TRUE,,3/9/2021 9:07:26 AM
00008178101114601698,TRUE,TRUE,TRUE,,3/9/2021 11:38:13 AM
00008178101114601728,TRUE,TRUE,TRUE,,3/10/2021 3:01:13 PM
00008178101114601766,TRUE,TRUE,TRUE,,3/9/2021 12:41:15 PM
00008178101114601773,TRUE,TRUE,TRUE,,3/9/2021 11:35:40 AM
00008178101114603104,TRUE,TRUE,TRUE,,3/12/2021 12:22:21 PM
00008178101114611697,TRUE,TRUE,TRUE,,3/6/2021 10:44:00 AM
00008178101114612700,TRUE,TRUE,TRUE,,3/6/2021 10:46:53 AM
00008178101114613189,TRUE,TRUE,TRUE,,3/6/2021 9:18:50 AM
00008178101114614896,TRUE,TRUE,TRUE,,3/9/2021 11:31:35 AM
00008178101114615183,TRUE,TRUE,TRUE,,3/9/2021 11:34:24 AM
00008178101114615442,TRUE,TRUE,TRUE,,3/9/2021 11:32:10 AM
00008178101114615459,TRUE,TRUE,TRUE,,3/9/2021 12:36:05 PM
00008178101114616913,TRUE,TRUE,TRUE,,3/9/2021 8:59:55 AM
00008178101114617156,TRUE,TRUE,TRUE,,3/9/2021 12:39:01 PM
00008178101114617330,TRUE,TRUE,TRUE,,3/9/2021 12:36:41 PM
00008178101114619464,TRUE,TRUE,TRUE,,3/9/2021 12:37:37 PM
00008178101114620675,TRUE,TRUE,TRUE,,3/9/2021 12:35:20 PM
00008178101114620903,TRUE,TRUE,TRUE,,3/9/2021 12:35:38 PM
00008178101114621511,TRUE,TRUE,TRUE,,3/9/2021 9:00:30 AM
00008178101114622648,TRUE,TRUE,TRUE,,3/9/2021 12:38:41 PM
00008178101114622792,TRUE,TRUE,TRUE,,3/9/2021 12:34:07 PM
00008178101114623096,TRUE,TRUE,TRUE,,3/9/2021 11:29:53 AM
00008178101114623249,TRUE,TRUE,TRUE,,3/9/2021 12:33:50 PM
00008178101114623362,TRUE,TRUE,TRUE,,3/9/2021 11:28:59 AM
00008178101114624154,TRUE,TRUE,TRUE,,3/9/2021 11:32:57 AM
00008178101114624338,TRUE,TRUE,TRUE,,3/9/2021 12:37:19 PM
00008178101114624444,TRUE,TRUE,TRUE,,3/9/2021 12:43:50 PM
00008178101114624550,TRUE,TRUE,TRUE,,3/9/2021 9:08:54 AM
00008178101114751201,TRUE,TRUE,TRUE,,3/9/2021 11:39:40 AM
00008178101114753333,TRUE,TRUE,TRUE,,3/9/2021 9:10:13 AM
00008178101114753335,TRUE,TRUE,TRUE,,3/9/2021 9:08:36 AM
00008178101114787354,TRUE,TRUE,TRUE,,3/9/2021 8:58:52 AM
00008178101114787415,TRUE,TRUE,TRUE,,3/9/2021 11:32:29 AM
00008178101114788061,TRUE,TRUE,TRUE,,3/9/2021 12:36:22 PM
00008178101114789334,TRUE,TRUE,TRUE,,3/9/2021 8:58:37 AM
00008178101114794086,TRUE,TRUE,TRUE,,3/9/2021 12:37:55 PM
00008178101114797469,TRUE,TRUE,TRUE,,3/9/2021 9:00:45 AM
00008178101114797506,TRUE,TRUE,TRUE,,3/9/2021 11:33:48 AM
00008178101114797629,TRUE,TRUE,TRUE,,3/9/2021 12:38:18 PM
00008178101114798282,TRUE,TRUE,TRUE,,3/9/2021 12:35:55 PM
00008178101114798633,TRUE,TRUE,TRUE,,3/9/2021 11:31:12 AM
00008178101114798862,TRUE,TRUE,TRUE,,3/9/2021 8:59:08 AM
00008178101114799814,TRUE,TRUE,TRUE,,3/9/2021 9:00:16 AM
00008178101114800985,TRUE,TRUE,TRUE,,3/9/2021 8:56:58 AM
00008178101114801227,TRUE,TRUE,TRUE,,3/9/2021 11:28:32 AM
00008178101114801265,TRUE,TRUE,TRUE,,3/9/2021 12:33:11 PM
00008178101114801371,TRUE,TRUE,TRUE,,3/9/2021 8:56:35 AM
00008178101114802217,TRUE,TRUE,TRUE,,3/10/2021 3:35:38 PM
00008178101114802477,TRUE,TRUE,TRUE,,3/9/2021 12:44:22 PM
00008178101114805706,TRUE,TRUE,TRUE,,3/9/2021 8:57:37 AM
00008178101114805843,TRUE,TRUE,TRUE,,3/9/2021 12:33:28 PM
00008178101114805898,TRUE,TRUE,TRUE,,3/9/2021 11:29:24 AM
00008178101114807212,TRUE,TRUE,TRUE,,3/9/2021 8:58:11 AM
00008178101114807748,TRUE,TRUE,TRUE,,3/9/2021 11:29:39 AM
00008178101114808240,TRUE,TRUE,TRUE,,3/9/2021 11:28:46 AM
00008178101114808448,TRUE,TRUE,TRUE,,3/10/2021 3:09:58 PM
00008178101114810359,TRUE,TRUE,TRUE,,3/9/2021 12:36:57 PM
00008178101114810601,TRUE,TRUE,TRUE,,3/9/2021 11:33:12 AM
00008178101114811257,TRUE,TRUE,TRUE,,3/10/2021 3:11:42 PM
00008178101114811646,TRUE,TRUE,TRUE,,3/9/2021 11:30:55 AM
00008178101114812490,TRUE,TRUE,TRUE,,3/9/2021 12:35:04 PM
00008178101114812575,TRUE,TRUE,TRUE,,3/9/2021 11:31:57 AM
00008178101114813893,TRUE,TRUE,TRUE,,3/10/2021 3:11:26 PM
00008178101114815699,TRUE,TRUE,TRUE,,3/10/2021 3:31:14 PM
00008178101114826046,TRUE,TRUE,TRUE,,3/10/2021 3:03:53 PM
00008178101114859464,TRUE,TRUE,TRUE,,3/10/2021 3:04:42 PM
00008178101114861795,TRUE,TRUE,TRUE,,3/12/2021 12:23:19 PM
00008178101114861917,TRUE,TRUE,TRUE,,3/10/2021 3:02:07 PM
00008178101114868466,TRUE,TRUE,TRUE,,3/12/2021 12:28:20 PM
00008178101114869418,TRUE,TRUE,TRUE,,3/12/2021 12:31:39 PM
00008178101114870995,TRUE,TRUE,TRUE,,3/12/2021 12:29:02 PM
00008178101114875464,TRUE,FALSE,TRUE,,3/12/2021 12:10:52 PM
00008178101114884305,TRUE,TRUE,TRUE,,3/12/2021 12:21:17 PM
00008178101114886262,TRUE,TRUE,TRUE,,3/10/2021 2:57:10 PM
00008178101114887115,TRUE,TRUE,TRUE,,3/10/2021 3:13:07 PM
00008178101114888068,TRUE,TRUE,TRUE,,3/12/2021 12:33:25 PM
00008178101114899354,TRUE,TRUE,FALSE,,3/12/2021 12:05:31 PM
00008178101114903174,TRUE,TRUE,TRUE,,3/12/2021 12:26:22 PM
00008178101114910059,TRUE,TRUE,TRUE,,3/12/2021 12:24:50 PM
00008178101114912268,TRUE,TRUE,TRUE,,3/12/2021 12:25:31 PM
00008178101114912831,TRUE,TRUE,TRUE,,3/12/2021 12:10:30 PM
00008178101114914989,TRUE,TRUE,TRUE,,3/12/2021 12:06:52 PM
00008178101114916600,TRUE,TRUE,TRUE,,3/12/2021 12:16:22 PM
00008178101114919908,TRUE,TRUE,TRUE,,3/12/2021 12:35:01 PM
00008178101114920515,TRUE,TRUE,TRUE,,3/12/2021 12:27:39 PM
00008178101114923868,TRUE,TRUE,TRUE,,3/10/2021 3:12:19 PM
00008178101114936820,TRUE,TRUE,TRUE,,3/10/2021 3:05:19 PM
00008178101114942883,TRUE,TRUE,TRUE,,3/10/2021 2:49:09 PM
00008178101114942982,TRUE,TRUE,TRUE,,3/10/2021 3:00:39 PM
00008178101114959744,TRUE,FALSE,TRUE,,3/10/2021 3:34:41 PM
00008178101114985651,TRUE,TRUE,TRUE,,3/10/2021 2:46:49 PM
00008178101114989093,TRUE,TRUE,TRUE,,3/10/2021 2:55:13 PM
00008178101114993250,TRUE,TRUE,TRUE,,3/10/2021 2:58:38 PM
00008178101114994738,TRUE,TRUE,TRUE,,3/10/2021 2:50:11 PM
00008178101115000094,TRUE,TRUE,TRUE,,3/10/2021 3:30:31 PM
00008178101115000384,TRUE,TRUE,TRUE,,3/10/2021 3:35:24 PM
00008178101115000940,TRUE,TRUE,TRUE,,3/10/2021 2:48:32 PM
00008178101115002821,TRUE,TRUE,TRUE,,3/10/2021 3:32:00 PM
00008178101115003071,TRUE,TRUE,TRUE,,3/10/2021 3:07:08 PM
00008178101115005792,TRUE,TRUE,TRUE,,3/10/2021 2:51:04 PM
00008178101115006157,TRUE,TRUE,TRUE,,3/10/2021 2:53:07 PM
00008178101115006171,TRUE,TRUE,TRUE,,3/10/2021 3:13:49 PM
00008178101115010338,TRUE,TRUE,TRUE,,3/10/2021 3:06:35 PM
00008178101115010390,TRUE,TRUE,TRUE,,3/10/2021 3:33:56 PM
00008178101115013681,TRUE,TRUE,TRUE,,3/10/2021 2:53:45 PM
00008178101115013759,TRUE,TRUE,TRUE,,3/10/2021 2:44:51 PM
00008178101115028012,TRUE,TRUE,TRUE,,3/10/2021 2:54:33 PM
00008178101115028289,TRUE,TRUE,TRUE,,3/10/2021 3:36:00 PM
00008178101115028609,TRUE,TRUE,TRUE,,3/10/2021 3:02:44 PM
00008178101115028708,TRUE,TRUE,TRUE,,3/10/2021 3:09:20 PM
00008178101115028821,TRUE,TRUE,TRUE,,3/10/2021 3:33:19 PM
00008178101115029156,TRUE,TRUE,TRUE,,3/10/2021 2:57:49 PM
00008178101115033009,TRUE,TRUE,TRUE,,3/12/2021 12:18:28 PM
00008178101115033030,TRUE,TRUE,TRUE,,3/10/2021 2:59:55 PM
00008178101115033153,TRUE,TRUE,TRUE,,3/10/2021 3:03:18 PM
00008178101115040045,TRUE,TRUE,TRUE,,3/12/2021 12:34:13 PM
00008178101115040106,TRUE,TRUE,TRUE,,3/10/2021 3:32:36 PM
00008178101115047914,TRUE,TRUE,TRUE,,3/10/2021 3:05:51 PM
00008178101115048706,TRUE,TRUE,TRUE,,3/12/2021 12:30:35 PM
00008178101115113350,TRUE,TRUE,TRUE,,3/10/2021 2:52:29 PM
00008178101115123861,TRUE,TRUE,TRUE,,3/10/2021 2:47:24 PM
00008178101115124394,TRUE,TRUE,TRUE,,3/10/2021 2:56:27 PM
00008178101115132177,TRUE,TRUE,TRUE,,3/12/2021 12:03:56 PM
00008178101115146013,TRUE,TRUE,TRUE,,3/12/2021 12:24:09 PM
00008178101115149281,TRUE,TRUE,TRUE,,3/12/2021 12:14:43 PM
00008178101115150102,TRUE,TRUE,TRUE,,3/12/2021 12:09:54 PM
00008178101115160538,TRUE,TRUE,TRUE,,3/12/2021 12:15:37 PM
00008178101115162037,TRUE,TRUE,TRUE,,3/12/2021 12:07:40 PM
00008178101115183063,TRUE,TRUE,TRUE,,3/12/2021 12:17:47 PM
00008178101115200340,TRUE,TRUE,TRUE,,3/12/2021 12:08:20 PM
00008178101115204355,TRUE,TRUE,TRUE,,3/12/2021 12:08:58 PM
00008178101115214774,TRUE,TRUE,TRUE,,3/12/2021 12:26:59 PM
00008178101115215405,TRUE,TRUE,TRUE,,3/12/2021 12:17:02 PM
00008178101115616554,TRUE,TRUE,TRUE,,3/18/2021 12:48:26 PM
00008178101115652088,TRUE,TRUE,TRUE,,3/18/2021 12:49:12 PM
00008178101115665859,TRUE,TRUE,TRUE,,3/18/2021 12:29:28 PM
00008178101115675452,TRUE,TRUE,TRUE,,3/19/2021 12:57:43 PM
00008178101115679429,TRUE,TRUE,TRUE,,3/18/2021 12:24:25 PM
00008178101115682528,TRUE,TRUE,TRUE,,3/18/2021 12:35:00 PM
00008178101115689671,TRUE,TRUE,TRUE,,3/18/2021 12:43:02 PM
00008178101115740198,TRUE,TRUE,TRUE,,3/18/2021 12:31:59 PM
00008178101115746497,TRUE,TRUE,TRUE,,3/19/2021 12:37:34 PM
00008178101115766945,TRUE,TRUE,TRUE,,3/18/2021 1:21:26 PM
00008178101115767102,TRUE,TRUE,TRUE,,3/18/2021 1:20:08 PM
00008178101115772731,TRUE,TRUE,TRUE,,3/18/2021 12:34:18 PM
00008178101115776937,TRUE,TRUE,TRUE,,3/18/2021 1:24:30 PM
00008178101115778580,FALSE,FALSE,FALSE,,3/18/2021 12:31:17 PM
00008178101115780279,TRUE,TRUE,TRUE,,3/18/2021 12:33:19 PM
00008178101115780729,TRUE,TRUE,TRUE,,3/19/2021 12:53:35 PM
00008178101115795679,TRUE,TRUE,TRUE,,3/18/2021 1:23:54 PM
00008178101115799455,TRUE,TRUE,TRUE,,3/18/2021 12:28:41 PM
00008178101115801431,TRUE,TRUE,TRUE,,3/18/2021 1:20:51 PM
00008178101115815728,TRUE,TRUE,TRUE,,3/18/2021 12:26:31 PM
00008178101115848955,TRUE,TRUE,TRUE,,3/18/2021 12:50:05 PM
00008178101115849143,TRUE,TRUE,TRUE,,3/18/2021 12:39:04 PM
00008178101115857148,TRUE,TRUE,TRUE,,3/18/2021 12:36:44 PM
00008178101115868786,TRUE,TRUE,TRUE,,3/18/2021 12:37:21 PM
00008178101115873148,TRUE,TRUE,TRUE,,3/18/2021 12:25:47 PM
00008178101115876231,TRUE,TRUE,TRUE,,3/18/2021 1:27:50 PM
00008178101115881921,TRUE,TRUE,TRUE,,3/18/2021 12:51:27 PM
00008178101115882324,TRUE,TRUE,TRUE,,3/18/2021 1:25:58 PM
00008178101115882522,TRUE,TRUE,TRUE,,3/18/2021 1:26:38 PM
00008178101115882997,TRUE,TRUE,TRUE,,3/18/2021 12:50:50 PM
00008178101115886377,TRUE,TRUE,TRUE,,3/18/2021 1:22:41 PM
00008178101115887701,TRUE,TRUE,TRUE,,3/19/2021 12:56:59 PM
00008178101115890619,TRUE,TRUE,TRUE,,3/18/2021 1:17:11 PM
00008178101115893931,TRUE,TRUE,TRUE,,3/18/2021 1:22:06 PM
00008178101115943919,TRUE,TRUE,TRUE,,3/18/2021 12:27:09 PM
00008178101115953390,TRUE,TRUE,TRUE,,3/18/2021 12:32:40 PM
00008178101115965515,FALSE,FALSE,FALSE,,3/19/2021 12:41:05 PM
00008178101115965539,TRUE,TRUE,TRUE,,3/19/2021 12:40:23 PM
00008178101115967960,TRUE,TRUE,TRUE,,3/19/2021 12:49:59 PM
00008178101116002622,TRUE,TRUE,TRUE,,3/19/2021 1:30:54 PM
00008178101116003063,TRUE,TRUE,TRUE,,3/19/2021 1:29:36 PM
00008178101116025331,TRUE,TRUE,TRUE,,3/19/2021 1:41:23 PM
00008178101116025362,TRUE,TRUE,TRUE,,3/19/2021 1:30:15 PM
00008178101116027656,TRUE,TRUE,TRUE,,3/19/2021 1:32:45 PM
00008178101116036719,TRUE,TRUE,TRUE,,3/19/2021 12:50:47 PM
00008178101116040860,TRUE,TRUE,TRUE,,3/19/2021 12:58:35 PM
00008178101116064484,TRUE,TRUE,TRUE,,3/18/2021 1:31:45 PM
00008178101116121699,TRUE,TRUE,TRUE,,3/18/2021 12:35:45 PM
00008178101116121972,TRUE,TRUE,TRUE,,4/12/2021 11:56:29 AM
00008178101116122061,TRUE,TRUE,TRUE,,3/18/2021 12:27:50 PM
00008178101116123433,TRUE,TRUE,TRUE,,3/19/2021 12:38:13 PM
00008178101116134286,TRUE,TRUE,TRUE,,3/18/2021 12:30:34 PM
00008178101116143387,TRUE,TRUE,TRUE,,3/19/2021 12:51:50 PM
00008178101116148412,TRUE,FALSE,TRUE,,3/18/2021 12:41:42 PM
00008178101116172486,TRUE,TRUE,TRUE,,3/18/2021 12:25:04 PM
00008178101116185400,TRUE,TRUE,TRUE,,3/19/2021 12:52:39 PM
00008178101116216524,TRUE,TRUE,TRUE,,3/19/2021 12:46:23 PM
00008178101116218092,FALSE,FALSE,FALSE,,3/19/2021 12:47:59 PM
00008178101116222129,TRUE,TRUE,TRUE,,3/19/2021 12:39:35 PM
00008178101116227216,TRUE,TRUE,TRUE,,3/19/2021 12:56:20 PM
00008178101116228350,TRUE,TRUE,TRUE,,3/19/2021 12:49:12 PM
00008178101116228725,TRUE,TRUE,TRUE,,3/19/2021 12:36:58 PM
00008178101116230940,TRUE,TRUE,TRUE,,3/19/2021 12:55:38 PM
00008178101116231824,TRUE,TRUE,TRUE,,3/18/2021 12:36:00 PM
00008178101116232159,TRUE,TRUE,TRUE,,3/18/2021 1:25:11 PM
00008178101116233859,TRUE,TRUE,TRUE,,3/18/2021 1:19:21 PM
00008178101116235242,TRUE,TRUE,TRUE,,3/18/2021 1:23:22 PM
00008178101116237574,TRUE,TRUE,TRUE,,3/18/2021 12:55:09 PM
00008178101116238182,TRUE,TRUE,TRUE,,3/18/2021 12:54:18 PM
00008178101116238557,TRUE,TRUE,TRUE,,3/18/2021 12:53:36 PM
00008178101116238885,TRUE,TRUE,TRUE,,3/18/2021 12:52:59 PM
00008178101116239400,TRUE,TRUE,TRUE,,3/18/2021 1:27:12 PM
00008178101116241083,TRUE,TRUE,TRUE,,3/19/2021 12:54:26 PM
00008178101116241137,TRUE,TRUE,TRUE,,3/18/2021 1:18:30 PM
00008178101116242400,TRUE,TRUE,TRUE,,3/18/2021 1:17:54 PM
00008178101116253512,TRUE,TRUE,TRUE,,3/19/2021 1:42:03 PM
00008178101116256001,TRUE,TRUE,TRUE,,3/19/2021 1:40:25 PM
00008178101116258067,TRUE,TRUE,TRUE,,3/19/2021 1:39:25 PM
00008178101116263115,TRUE,TRUE,TRUE,,3/19/2021 12:39:19 PM
00008178101116263146,TRUE,TRUE,TRUE,,3/19/2021 12:47:11 PM
00008178101116264785,TRUE,TRUE,TRUE,,3/19/2021 12:38:49 PM
00008178101116282086,FALSE,FALSE,FALSE,,3/19/2021 12:57:56 PM
00008178101116282383,TRUE,TRUE,TRUE,,3/19/2021 12:50:57 PM
00008178101119219980,TRUE,TRUE,TRUE,,4/12/2021 11:39:40 AM
00008178101119287323,TRUE,TRUE,TRUE,,4/15/2021 9:27:43 AM
00008178101119287842,FALSE,TRUE,TRUE,,4/12/2021 11:29:32 AM
00008178101119397954,TRUE,TRUE,TRUE,,4/12/2021 11:40:16 AM
00008178101119433195,TRUE,TRUE,TRUE,,4/12/2021 11:55:18 AM
00008178101119459737,TRUE,TRUE,TRUE,,4/12/2021 11:46:25 AM
00008178101119486191,TRUE,TRUE,TRUE,,4/12/2021 11:38:44 AM
00008178101119487372,TRUE,TRUE,TRUE,,4/12/2021 11:49:31 AM
00008178101119507513,TRUE,TRUE,TRUE,,4/12/2021 11:41:35 AM
00008178101119510056,TRUE,TRUE,TRUE,,4/12/2021 11:50:24 AM
00008178101119511442,TRUE,TRUE,TRUE,,4/12/2021 11:43:23 AM
00008178101119514467,TRUE,TRUE,TRUE,,4/12/2021 11:38:05 AM
00008178101119514634,TRUE,TRUE,TRUE,,4/12/2021 11:35:13 AM
00008178101119520369,TRUE,TRUE,TRUE,,4/12/2021 11:53:57 AM
00008178101119524510,TRUE,TRUE,TRUE,,4/15/2021 9:20:33 AM
00008178101119525340,TRUE,TRUE,TRUE,,4/15/2021 9:29:24 AM
00008178101119525968,FALSE,TRUE,TRUE,,4/15/2021 9:22:07 AM
00008178101119526927,TRUE,TRUE,TRUE,,4/15/2021 9:28:12 AM
00008178101119531259,TRUE,TRUE,TRUE,,4/15/2021 9:20:03 AM
00008178101119531488,TRUE,TRUE,TRUE,,4/12/2021 11:48:32 AM
00008178101119532171,TRUE,TRUE,TRUE,,4/12/2021 11:48:11 AM
00008178101119532942,TRUE,TRUE,TRUE,,4/12/2021 11:51:07 AM
00008178101119534175,TRUE,TRUE,TRUE,,4/12/2021 11:44:56 AM
00008178101119534977,TRUE,TRUE,TRUE,,4/12/2021 11:48:55 AM
00008178101119535219,TRUE,TRUE,TRUE,,4/12/2021 11:47:51 AM
00008178101119535479,TRUE,TRUE,TRUE,,4/15/2021 11:03:04 AM
00008178101119537985,TRUE,TRUE,TRUE,,4/12/2021 11:44:22 AM
00008178101119538487,TRUE,TRUE,TRUE,,4/12/2021 11:42:17 AM
00008178101119540114,TRUE,TRUE,TRUE,,4/12/2021 11:52:46 AM
